time,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
1001,-1.89,-0.11,-0.41,0.00,0.03,1.05
1035,-2.00,-0.12,-0.47,0.01,0.03,1.05
1069,-1.88,0.07,-0.39,0.01,0.03,1.05
1101,-1.90,-0.13,-0.26,0.01,0.03,1.05
1135,-1.91,-0.24,-0.53,0.00,0.03,1.05
1169,-1.89,-0.14,-0.26,0.00,0.04,1.06
1202,-1.93,-0.08,-0.47,0.01,0.04,1.04
1235,-1.76,-0.33,-0.42,0.00,0.03,1.06
1269,-1.96,-0.27,-0.27,0.01,0.03,1.05
1302,-1.91,-0.14,-0.48,0.01,0.03,1.04
1336,-1.95,-0.15,-0.40,0.01,0.03,1.04
1370,-1.75,-0.17,-0.26,0.01,0.03,1.05
1402,-1.95,-0.36,-0.42,0.01,0.03,1.05
1436,-1.89,-0.03,-0.39,-0.00,0.04,1.05
1470,-1.95,-0.16,-0.55,0.00,0.03,1.05
1503,-1.76,-0.09,-0.33,-0.00,0.04,1.06
1537,-1.79,-0.17,-0.27,0.01,0.03,1.05
1569,-1.69,-0.02,-0.44,0.01,0.03,1.05
1603,-1.94,-0.19,-0.27,0.01,0.03,1.04
1637,-1.92,-0.21,-0.36,0.00,0.03,1.05
1670,-1.87,-0.15,-0.31,0.01,0.03,1.05
1703,-1.89,-0.13,-0.36,0.01,0.03,1.05
1737,-1.78,-0.05,-0.66,0.00,0.03,1.05
1770,-1.85,-0.09,-0.42,0.01,0.03,1.04
1804,-1.96,-0.11,-0.47,0.00,0.03,1.05
1838,-1.91,-0.25,-0.23,0.00,0.03,1.05
1870,-1.78,-0.11,-0.44,0.00,0.03,1.05
1904,-2.03,-0.01,-0.44,0.01,0.03,1.05
1938,-1.73,-0.25,-0.45,0.01,0.03,1.05
1971,-1.88,-0.15,-0.37,0.01,0.03,1.05
2004,-1.95,-0.08,-0.47,0.01,0.04,1.05
2038,-1.79,-0.22,-0.27,0.01,0.03,1.05
2071,-1.75,0.00,-0.49,0.01,0.03,1.06
2105,-1.86,-0.15,-0.54,0.01,0.04,1.05
2138,-1.89,-0.11,-0.47,0.00,0.03,1.04
2171,-1.84,-0.18,-0.40,0.00,0.03,1.05
2205,-1.85,-0.18,-0.45,0.01,0.03,1.05
2238,-1.82,-0.08,-0.40,0.01,0.03,1.04
2272,-1.98,-0.19,-0.53,0.00,0.03,1.06
2306,-2.00,-0.23,-0.45,0.00,0.04,1.06
2338,-1.86,-0.21,-0.55,0.01,0.03,1.05
2372,-1.88,-0.11,-0.59,0.01,0.03,1.04
2406,-2.05,-0.07,-0.51,0.01,0.03,1.05
2439,-1.95,-0.07,-0.20,0.01,0.03,1.05
2472,-1.83,-0.27,-0.43,0.00,0.03,1.05
2506,-1.89,-0.18,-0.29,0.01,0.03,1.05
2539,-1.81,-0.09,-0.38,0.00,0.03,1.05
2573,-1.92,-0.08,-0.34,0.00,0.03,1.05
2607,-1.79,-0.27,-0.35,0.01,0.03,1.05
2639,-1.74,-0.05,-0.34,0.01,0.04,1.05
2673,-1.84,-0.06,-0.59,0.01,0.04,1.04
2706,-1.76,-0.24,-0.47,0.00,0.04,1.05
2740,-1.93,-0.31,-0.40,0.01,0.03,1.05
2774,-1.79,-0.27,-0.38,0.01,0.03,1.05
2806,-1.86,-0.21,-0.44,0.00,0.04,1.05
2840,-1.84,-0.02,-0.19,0.01,0.03,1.05
2874,-1.92,-0.16,-0.50,0.00,0.03,1.05
2907,-1.76,-0.18,-0.46,0.00,0.03,1.05
2940,-1.88,-0.04,-0.28,0.01,0.03,1.05
2974,-1.81,-0.05,-0.33,0.01,0.04,1.04
3007,-1.83,-0.22,-0.47,0.00,0.04,1.05
3041,-1.83,-0.14,-0.53,0.01,0.03,1.05
3075,-1.94,-0.12,-0.40,0.00,0.03,1.05
3107,-1.72,-0.15,-0.40,-0.00,0.04,1.05
3141,-1.91,-0.08,-0.48,-0.00,0.03,1.05
3175,-1.76,-0.12,-0.60,0.01,0.03,1.05
3208,-1.81,-0.11,-0.43,0.00,0.03,1.05
3241,-1.94,-0.31,-0.29,-0.00,0.03,1.05
3275,-1.90,-0.09,-0.50,0.02,0.03,1.05
3308,-1.92,-0.26,-0.27,0.01,0.03,1.05
3342,-1.82,-0.07,-0.35,0.01,0.03,1.04
3375,-1.79,-0.05,-0.24,0.01,0.03,1.05
3408,-2.00,-0.12,-0.55,0.00,0.03,1.04
3442,-1.76,-0.15,-0.53,-0.00,0.03,1.05
3475,-1.84,-0.24,-0.40,0.00,0.04,1.05
3509,-1.94,-0.14,-0.72,0.00,0.03,1.06
3543,-1.82,0.01,-0.38,0.01,0.03,1.05
3575,-1.77,-0.02,-0.42,0.01,0.03,1.06
3609,-1.89,-0.15,-0.51,0.00,0.03,1.06
3643,-1.90,0.01,-0.53,0.00,0.03,1.06
3676,-1.76,-0.15,-0.49,0.01,0.03,1.05
3709,-1.96,-0.20,-0.36,0.00,0.03,1.05
3743,-1.79,-0.04,-0.40,0.00,0.03,1.05
3776,-1.69,-0.10,-0.36,0.01,0.03,1.05
3810,-1.69,-0.24,-0.51,0.00,0.03,1.04
3843,-1.88,-0.23,-0.36,0.01,0.03,1.05
3876,-2.00,-0.09,-0.58,0.00,0.03,1.05
3910,-1.78,-0.21,-0.47,0.01,0.03,1.05
3943,-2.02,-0.23,-0.61,0.01,0.03,1.06
3977,-1.78,-0.22,-0.37,0.00,0.03,1.04
4011,-1.95,-0.20,-0.28,0.01,0.03,1.05
4043,-1.85,-0.12,-0.63,-0.00,0.03,1.05
4077,-1.90,-0.18,-0.45,0.01,0.03,1.05
4111,-1.92,-0.24,-0.56,0.01,0.03,1.05
4144,-1.84,-0.03,-0.32,0.01,0.04,1.05
4177,-1.82,-0.24,-0.40,0.00,0.03,1.05
4211,-1.96,-0.27,-0.34,0.00,0.03,1.05
4244,-1.95,-0.27,-0.35,0.00,0.03,1.05
4278,-1.93,-0.18,-0.43,0.01,0.04,1.05
4312,-1.89,-0.11,-0.62,0.02,0.03,1.05
4344,-1.82,-0.14,-0.52,0.01,0.03,1.05
4378,-1.73,-0.09,-0.49,-0.00,0.04,1.04
4412,-1.83,-0.26,-0.53,0.01,0.03,1.05
4445,-1.98,-0.19,-0.40,0.01,0.03,1.05
4478,-1.93,-0.11,-0.29,0.01,0.03,1.06
4512,-1.96,-0.18,-0.56,0.01,0.03,1.05
4545,-1.79,-0.14,-0.35,0.00,0.04,1.05
4579,-2.05,-0.18,-0.32,0.01,0.03,1.04
4612,-1.91,-0.31,-0.47,0.01,0.04,1.05
4645,-1.85,-0.17,-0.41,-0.00,0.03,1.05
4679,-1.80,-0.06,-0.44,0.00,0.03,1.05
4712,-1.92,-0.18,-0.44,0.01,0.04,1.06
4746,-1.95,-0.11,-0.44,0.01,0.03,1.04
4780,-1.95,-0.18,-0.44,0.00,0.03,1.05
4812,-2.13,-0.02,-0.29,0.01,0.03,1.05
4846,-1.98,-0.21,-0.40,0.00,0.03,1.05
4880,-2.12,-0.17,-0.53,0.01,0.04,1.05
4913,-1.83,-0.15,-0.37,0.00,0.03,1.05
4946,-2.02,0.06,-0.33,0.01,0.03,1.05
4980,-1.64,-0.28,-0.42,0.01,0.03,1.06
5013,-1.89,-0.21,-0.49,0.01,0.04,1.04
5047,-1.95,-0.24,-0.34,0.00,0.03,1.05
5081,-1.90,-0.02,-0.27,0.01,0.03,1.05
5113,-1.87,-0.24,-0.59,0.00,0.03,1.04
5147,-1.92,-0.07,-0.39,0.01,0.04,1.05
5180,-1.92,-0.10,-0.38,0.01,0.03,1.05
5214,-1.81,-0.17,-0.56,0.01,0.03,1.05
5248,-1.85,-0.12,-0.37,0.01,0.03,1.05
5280,-1.84,-0.02,-0.51,0.01,0.03,1.05
5314,-1.92,-0.11,-0.38,0.01,0.03,1.05
5348,-1.87,-0.17,-0.54,0.01,0.02,1.05
5381,-1.82,-0.09,-0.32,0.00,0.03,1.05
5414,-2.03,-0.08,-0.44,0.00,0.03,1.05
5448,-1.87,-0.27,-0.38,0.01,0.03,1.05
5481,-2.01,-0.02,-0.55,0.00,0.03,1.05
5515,-1.99,-0.22,-0.37,0.01,0.03,1.05
5549,-1.99,-0.30,-0.43,0.01,0.03,1.05
5581,-1.74,-0.15,-0.34,0.00,0.03,1.05
5615,-1.85,-0.12,-0.27,0.00,0.03,1.05
5649,-1.92,-0.15,-0.35,0.01,0.03,1.05
5682,-1.93,-0.15,-0.40,0.01,0.03,1.05
5715,-1.97,-0.12,-0.53,0.01,0.04,1.05
5749,-1.82,-0.11,-0.55,-0.00,0.03,1.05
5782,-1.88,-0.14,-0.44,0.00,0.04,1.05
5816,-1.90,-0.27,-0.25,0.01,0.03,1.05
5850,-1.75,-0.18,-0.52,0.00,0.03,1.05
5882,-1.88,-0.27,-0.40,0.00,0.04,1.06
5916,-1.89,-0.21,-0.44,0.01,0.03,1.05
5949,-1.74,-0.34,-0.54,0.00,0.03,1.05
5983,-1.87,-0.11,-0.39,0.01,0.03,1.04
6017,-1.85,-0.21,-0.25,0.00,0.03,1.06
6049,-1.83,-0.21,-0.24,0.01,0.03,1.04
6083,-1.70,-0.11,-0.37,0.01,0.03,1.04
6117,-1.75,-0.20,-0.48,0.01,0.03,1.05
6150,-1.82,-0.12,-0.29,0.00,0.04,1.05
6183,-1.88,-0.11,-0.45,0.01,0.03,1.05
6217,-1.93,-0.08,-0.34,0.01,0.03,1.05
6250,-1.80,-0.15,-0.33,0.01,0.03,1.04
6284,-1.89,-0.06,-0.31,0.01,0.03,1.05
6318,-1.85,-0.15,-0.40,-0.00,0.03,1.04
6350,-1.72,-0.08,-0.33,0.01,0.03,1.05
6384,-1.90,-0.07,-0.32,0.00,0.03,1.05
6418,-1.76,-0.21,-0.43,0.00,0.03,1.06
6451,-2.01,-0.03,-0.42,0.01,0.04,1.06
6484,-1.78,-0.05,-0.41,0.00,0.03,1.05
6517,-1.86,-0.16,-0.22,0.00,0.03,1.05
6551,-1.96,-0.08,-0.40,0.00,0.03,1.05
6585,-1.98,-0.18,-0.45,0.00,0.03,1.05
6618,-1.85,-0.18,-0.44,0.01,0.03,1.04
6651,-1.96,-0.05,-0.34,0.00,0.04,1.05
6685,-1.98,-0.10,-0.46,0.00,0.02,1.05
6718,-1.99,-0.18,-0.39,0.01,0.03,1.04
6752,-1.92,-0.12,-0.28,0.00,0.03,1.05
6786,-1.96,-0.13,-0.18,0.00,0.02,1.05
6818,-1.63,-0.36,-0.40,0.01,0.03,1.06
6852,-1.76,-0.12,-0.37,0.00,0.03,1.06
6886,-2.00,-0.15,-0.32,0.01,0.04,1.05
6919,-1.72,-0.25,-0.33,0.01,0.03,1.04
6952,-1.81,-0.10,-0.39,0.01,0.03,1.04
6986,-1.73,-0.18,-0.51,0.01,0.04,1.05
7019,-1.92,-0.21,-0.26,0.01,0.03,1.06
7053,-1.88,-0.10,-0.33,0.00,0.03,1.04
7087,-1.79,-0.30,-0.51,0.01,0.03,1.05
7119,-1.87,0.00,-0.45,0.00,0.03,1.05
7153,-1.84,-0.31,-0.49,0.01,0.04,1.05
7186,-1.76,-0.09,-0.41,0.00,0.03,1.04
7220,-1.85,-0.31,-0.45,0.00,0.03,1.05
7254,-1.73,-0.16,-0.45,0.01,0.03,1.04
7286,-1.83,-0.17,-0.49,0.01,0.03,1.04
7320,-1.73,-0.18,-0.50,0.01,0.03,1.05
7354,-1.98,-0.27,-0.49,0.00,0.03,1.05
7387,-1.92,-0.19,-0.38,0.00,0.03,1.04
7420,-1.96,-0.15,-0.41,0.00,0.03,1.05
7454,-1.82,-0.11,-0.16,0.00,0.03,1.05
7487,-1.98,-0.24,-0.43,0.00,0.03,1.05
7521,-2.18,-0.13,-0.38,0.00,0.03,1.05
7555,-1.74,-0.06,-0.27,0.01,0.04,1.05
7587,-2.02,-0.19,-0.35,0.01,0.03,1.06
7621,-1.80,-0.03,-0.46,0.01,0.03,1.05
7654,-1.85,-0.08,-0.43,0.01,0.03,1.05
7688,-2.03,0.03,-0.50,0.00,0.03,1.05
7721,-1.84,-0.14,-0.47,0.01,0.03,1.05
7754,-1.69,-0.07,-0.34,0.00,0.03,1.06
7788,-1.95,-0.18,-0.31,0.01,0.04,1.05
7822,-1.80,-0.11,-0.28,0.01,0.03,1.04
7855,-1.82,-0.18,-0.43,0.00,0.03,1.05
7888,-1.79,-0.28,-0.50,0.00,0.04,1.05
7922,-2.10,-0.19,-0.37,0.01,0.03,1.05
7955,-1.77,-0.20,-0.58,0.00,0.03,1.06
7989,-1.83,-0.35,-0.27,0.00,0.03,1.04
8023,-1.84,-0.10,-0.56,0.00,0.03,1.05
8055,-1.71,-0.07,-0.25,0.01,0.03,1.05
8089,-1.91,-0.20,-0.41,0.01,0.04,1.05
8123,-1.79,-0.02,-0.42,0.00,0.04,1.04
8156,-1.89,-0.15,-0.50,0.01,0.03,1.05
8189,-1.82,-0.24,-0.53,0.00,0.03,1.05
8222,-1.88,-0.27,-0.50,0.00,0.03,1.05
8256,-1.84,-0.04,-0.50,0.01,0.03,1.04
8290,-1.83,-0.11,-0.46,0.00,0.03,1.05
8323,-1.94,-0.21,-0.44,0.00,0.03,1.04
8356,-2.09,-0.24,-0.31,0.01,0.03,1.05
8390,-1.99,-0.08,-0.48,0.00,0.03,1.06
8423,-1.97,-0.08,-0.30,0.01,0.03,1.05
8457,-2.02,-0.02,-0.46,0.01,0.03,1.04
8491,-1.85,-0.29,-0.28,0.00,0.03,1.05
8523,-1.82,-0.34,-0.45,0.01,0.03,1.04
8557,-1.90,-0.18,-0.45,0.00,0.03,1.05
8591,-1.92,-0.21,-0.39,0.01,0.04,1.04
8624,-1.92,-0.09,-0.34,0.00,0.03,1.05
8657,-1.89,-0.16,-0.40,0.01,0.03,1.05
8691,-1.70,-0.27,-0.37,0.01,0.03,1.05
8724,-1.89,-0.15,-0.34,0.01,0.03,1.04
8758,-1.80,-0.20,-0.27,0.01,0.03,1.05
8791,-1.78,-0.21,-0.36,0.01,0.03,1.04
8824,-1.95,-0.49,-0.42,0.01,0.03,1.05
8858,-1.79,0.09,-0.39,0.01,0.03,1.05
8891,-1.89,-0.21,-0.25,0.00,0.03,1.05
8925,-1.75,-0.08,-0.47,-0.01,0.03,1.05
8958,-1.91,-0.27,-0.53,0.01,0.03,1.05
8991,-1.76,-0.08,-0.50,0.01,0.03,1.05
9025,-1.78,-0.21,-0.44,0.00,0.03,1.05
9059,-2.02,-0.33,-0.17,0.00,0.03,1.05
9092,-1.73,-0.21,-0.60,0.00,0.03,1.05
9125,-1.95,-0.07,-0.52,0.00,0.03,1.06
9159,-1.82,-0.20,-0.26,0.01,0.03,1.05
9192,-1.69,-0.12,-0.38,0.01,0.03,1.05
9226,-1.78,-0.23,-0.45,0.01,0.03,1.05
9260,-1.79,-0.27,-0.38,0.01,0.03,1.05
9292,-1.69,-0.09,-0.53,0.01,0.03,1.05
9326,-1.92,-0.15,-0.37,0.01,0.03,1.05
9360,-1.79,-0.16,-0.56,0.01,0.03,1.05
9393,-1.83,-0.11,-0.40,0.01,0.03,1.05
9426,-1.85,-0.04,-0.61,0.00,0.02,1.05
9460,-1.85,-0.16,-0.56,0.01,0.03,1.04
9493,-1.80,-0.18,-0.49,0.00,0.03,1.05
9527,-2.05,-0.08,-0.36,0.00,0.04,1.05
9560,-1.87,-0.16,-0.40,0.01,0.04,1.05
9593,-1.85,-0.19,-0.28,0.00,0.03,1.05
9627,-1.73,-0.20,-0.57,0.01,0.03,1.05
9660,-1.76,-0.16,-0.46,0.01,0.03,1.05
9694,-1.78,-0.05,-0.42,0.00,0.03,1.05
9728,-1.99,-0.25,-0.40,0.01,0.04,1.05
9760,-1.82,-0.22,-0.52,0.00,0.03,1.05
9794,-1.88,-0.10,-0.29,0.00,0.03,1.04
9828,-1.93,-0.02,-0.62,0.00,0.04,1.05
9861,-1.85,-0.11,-0.41,-0.00,0.03,1.04
9894,-1.82,-0.40,-0.50,0.00,0.03,1.05
9928,-1.89,-0.11,-0.50,0.01,0.03,1.05
9961,-1.98,-0.08,-0.50,0.01,0.04,1.05
9995,-2.01,-0.11,-0.24,0.01,0.03,1.05
10029,-1.92,-0.16,-0.44,0.01,0.03,1.06
10061,-1.94,-0.18,-0.55,0.01,0.03,1.05
10095,-1.89,-0.21,-0.46,0.01,0.04,1.05
10129,-1.97,-0.24,-0.63,0.00,0.03,1.05
10162,-1.80,-0.02,-0.21,0.01,0.02,1.06
10195,-1.93,-0.13,-0.46,0.00,0.02,1.05
10229,-1.92,-0.29,-0.25,0.01,0.03,1.05
10262,-1.85,-0.13,-0.37,0.00,0.03,1.05
10296,-1.80,-0.03,-0.42,0.01,0.03,1.05
10330,-1.88,-0.07,-0.52,0.00,0.02,1.05
10363,-1.90,-0.21,-0.44,0.01,0.03,1.05
10396,-2.08,-0.10,-0.49,0.01,0.03,1.06
10430,-1.94,-0.27,-0.24,0.01,0.03,1.05
10464,-2.63,-0.07,6.64,0.04,0.03,1.05
10497,-2.19,-1.11,7.74,0.00,-0.01,1.02
10530,-2.65,0.50,12.50,0.01,0.03,1.07
10564,-1.76,-0.08,-0.53,0.00,0.03,1.05
10597,-2.41,0.25,4.42,-0.03,0.02,1.05
10631,-4.15,1.41,22.37,0.00,0.03,1.05
10664,-4.47,2.20,25.63,-0.01,0.02,1.04
10698,0.17,10.10,-16.19,0.01,0.01,0.97
10731,-0.88,10.76,-9.92,0.01,0.10,1.05
10765,-4.74,9.19,25.05,0.03,0.09,1.06
10799,-4.82,35.57,23.92,0.05,0.09,1.08
10832,-41.85,52.50,18.09,-0.12,0.08,1.21
10866,-131.57,-51.01,11.44,-0.12,-0.16,1.15
10900,-51.68,-9.24,-19.77,-0.06,-0.22,1.13
10933,76.37,-37.65,-6.77,-0.00,0.01,0.98
10967,198.43,-15.10,25.09,-0.04,-0.17,0.95
11000,60.50,25.07,-21.36,-0.07,0.06,1.43
11034,-33.33,-70.58,7.04,-0.01,0.23,1.24
11068,-84.53,-27.65,-43.55,-0.03,-0.17,1.16
11102,-69.50,-58.26,-9.01,0.05,0.40,1.21
11136,75.40,-24.79,76.57,0.08,0.09,0.77
11168,144.60,39.58,95.86,0.06,-0.06,0.90
11202,6.33,15.29,33.36,0.03,0.01,1.20
11236,-31.85,-12.47,16.50,0.06,-0.04,0.93
11270,92.30,-3.40,-2.26,0.07,0.13,0.90
11303,185.47,-4.79,22.44,0.10,0.25,0.89
11337,183.91,9.20,24.58,0.09,0.27,0.86
11370,68.95,14.56,-29.42,0.03,0.34,1.02
11404,139.52,-29.17,10.66,0.06,0.57,0.99
11438,117.70,-23.01,19.28,0.07,0.46,0.76
11471,182.12,7.08,0.91,0.11,0.48,0.73
11505,202.83,-10.78,-29.08,0.06,0.74,0.92
11539,196.53,-23.67,-6.30,0.10,0.73,0.63
11573,218.05,-0.54,-12.25,0.11,0.74,0.45
11607,216.40,-5.72,-23.24,0.08,1.02,0.56
11639,165.64,-21.00,-0.76,0.09,1.10,0.38
11673,178.82,-16.08,18.32,0.08,0.89,0.20
11707,155.79,-16.66,-9.05,0.07,1.00,0.23
11741,169.95,-27.07,6.19,0.10,1.16,-0.02
11774,146.69,-0.24,8.65,0.09,0.98,-0.12
11808,126.63,-18.97,1.24,0.10,1.07,-0.05
11842,114.24,-0.73,29.17,0.10,0.98,-0.25
11875,46.23,5.79,0.42,0.13,0.86,-0.22
11909,18.34,5.44,2.98,0.11,1.02,-0.22
11942,-8.98,-2.74,11.60,0.13,1.02,-0.16
11976,-12.55,0.95,10.63,0.12,0.93,-0.31
12010,33.31,1.76,0.99,0.14,1.00,-0.23
12043,47.62,-4.03,11.67,0.16,1.02,-0.25
12077,39.53,-2.25,5.90,0.14,0.90,-0.35
12110,23.45,-4.08,-7.33,0.14,0.94,-0.28
12144,-1.37,-1.34,6.44,0.16,0.94,-0.37
12177,-13.30,-3.93,-2.48,0.15,1.00,-0.31
12211,-82.28,-11.02,2.64,0.13,0.90,-0.34
12244,-66.97,-0.26,-11.97,0.14,1.05,-0.30
12278,-194.24,-1.44,2.05,0.12,1.14,-0.16
12312,-237.06,-4.10,-8.61,0.10,0.99,-0.18
12346,-139.05,27.05,13.33,0.16,1.14,-0.06
12379,-213.53,4.92,3.95,0.11,0.85,0.27
12412,-147.68,7.47,-20.06,0.14,1.09,0.19
12446,-177.09,7.52,9.34,0.12,1.02,0.45
12480,-250.14,-12.59,-12.76,0.12,0.75,0.36
12514,-250.14,21.92,-10.40,0.14,1.06,0.59
12548,-250.14,-3.43,11.95,0.06,0.68,0.69
12581,-246.96,26.50,-7.64,0.12,0.59,0.67
12615,-250.14,20.60,-2.06,0.09,0.47,1.06
12648,-250.14,-14.74,-13.23,0.09,0.33,0.92
12682,-250.14,19.98,2.01,0.14,0.22,0.85
12716,-250.14,33.51,20.37,0.07,-0.14,1.00
12749,-241.79,18.46,16.69,0.04,-0.28,1.04
12783,-249.09,-8.11,19.85,0.03,-0.45,0.93
12817,-249.07,-11.88,20.61,0.06,-0.56,0.86
12851,-201.87,-0.34,55.96,0.08,-0.68,0.55
12884,-250.14,34.98,24.37,-0.04,-0.82,0.66
12918,-245.50,11.17,25.11,-0.00,-0.81,0.63
12951,-165.81,-0.47,14.08,-0.03,-1.13,0.38
12985,-207.89,15.33,-14.73,0.03,-0.80,0.21
13019,-172.13,18.47,26.65,-0.04,-0.96,0.36
13052,-51.92,-16.68,10.73,-0.07,-1.19,0.17
13086,-79.11,-7.31,-18.63,-0.04,-0.98,-0.02
13120,-110.85,26.26,8.79,-0.03,-0.93,0.08
13154,-18.25,-2.15,-2.75,-0.06,-1.14,0.08
13188,-20.02,-18.18,-1.34,-0.04,-0.99,-0.02
13220,-36.79,11.78,-4.80,-0.02,-1.01,-0.17
13254,22.05,0.42,4.66,-0.06,-1.02,0.16
13288,68.79,-14.67,21.29,-0.04,-1.03,-0.13
13322,-6.18,11.69,-14.54,-0.04,-1.02,0.05
13356,-6.18,2.21,1.20,-0.04,-0.94,0.07
13388,37.94,-7.63,-4.49,-0.06,-1.07,0.18
13422,89.59,-24.24,-3.61,-0.05,-1.01,0.06
13456,89.29,-17.66,-0.41,-0.05,-1.05,0.12
13490,207.96,-29.03,0.24,-0.06,-1.07,0.18
13523,250.13,-24.88,34.18,-0.02,-0.85,0.25
13557,250.13,-18.21,27.95,-0.07,-0.89,0.69
13591,179.94,-45.47,-30.16,-0.07,-0.93,0.85
13624,216.82,-61.23,-22.50,-0.00,-0.55,0.67
13658,216.83,-30.79,2.84,0.02,-0.54,0.88
13691,250.13,-46.06,9.65,0.01,-0.44,0.96
13725,250.13,-42.97,26.15,0.04,-0.32,0.95
13759,250.13,-33.02,0.78,0.08,-0.12,1.00
13793,250.13,-34.47,-0.08,0.07,0.18,1.15
13827,250.13,-56.35,13.68,0.09,0.17,1.00
13860,250.13,-50.19,-31.11,0.15,0.49,0.73
13894,250.13,-11.73,-36.33,0.16,0.74,0.79
13928,225.20,-33.80,3.80,0.13,0.70,0.84
13961,162.46,-23.57,-26.34,0.17,0.76,0.34
13995,194.50,4.47,-7.21,0.16,1.05,0.50
14028,174.07,-13.04,23.65,0.15,0.81,0.49
14062,131.48,-29.18,-24.70,0.15,0.77,0.24
14096,184.12,-7.64,-21.53,0.14,1.07,0.14
